Detected_Timestamp,Player,Entry_Name,Old_Value,New_Value
2026-09-01 20:05:34,Mas120,Quest: Zogre Flesh Eaters,0,2
2026-09-01 20:05:34,Mas120,Quest: Big Chompy Bird Hunting,0,2
2026-09-01 20:05:34,Mas120,Quest: Biohazard,0,2
2026-09-01 20:05:34,Mas120,Quest: Black Knights' Fortress,0,2
2026-09-01 20:05:34,Mas120,Quest: Cabin Fever,0,2
2026-09-01 20:05:34,Mas120,Quest: Clock Tower,0,2
2026-09-01 20:05:34,Mas120,Quest: Cook's Assistant,0,2
2026-09-01 20:05:34,Mas120,Quest: Death Plateau,0,2
2026-09-01 20:05:34,Mas120,Quest: Doric's Quest,0,2
2026-09-01 20:05:34,Mas120,Quest: Dragon Slayer I,0,2
2026-09-01 20:05:34,Mas120,Quest: Druidic Ritual,0,2
2026-09-01 20:05:34,Mas120,Quest: Dwarf Cannon,0,2
2026-09-01 20:05:34,Mas120,Quest: Eadgar's Ruse,0,0
2026-09-01 20:05:34,Mas120,Quest: Enter the Abyss,0,2
2026-09-01 20:05:34,Mas120,Quest: Ernest the Chicken,0,2
2026-09-01 20:05:34,Mas120,Quest: Family Crest,0,2
2026-09-01 20:05:34,Mas120,Quest: Fight Arena,0,2
2026-09-01 20:05:34,Mas120,Quest: Fishing Contest,0,2
2026-09-01 20:05:34,Mas120,Quest: Gertrude's Cat,0,2
2026-09-01 20:05:34,Mas120,Quest: Haunted Mine,0,2
2026-09-01 20:05:34,Mas120,Quest: Hazeel Cult,0,2
2026-09-01 20:05:34,Mas120,Quest: Heroes' Quest,0,2
2026-09-01 20:05:34,Mas120,Quest: Holy Grail,0,2
2026-09-01 20:05:34,Mas120,Quest: Imp Catcher,0,2
2026-09-01 20:05:34,Mas120,Quest: In Search of the Myreque,0,2
2026-09-01 20:05:34,Mas120,Quest: Jungle Potion,0,2
2026-09-01 20:05:34,Mas120,Quest: Learning the Ropes,0,2
2026-09-01 20:05:34,Mas120,Quest: Legends' Quest,0,2
2026-09-01 20:05:34,Mas120,Quest: Lost City,0,2
2026-09-01 20:05:34,Mas120,Quest: Mage Arena I,0,0
2026-09-01 20:05:34,Mas120,Quest: Merlin's Crystal,0,2
2026-09-01 20:05:34,Mas120,Quest: Monk's Friend,0,2
2026-09-01 20:05:34,Mas120,Quest: Monkey Madness I,0,2
2026-09-01 20:05:34,Mas120,Quest: Mourning's End Part I,0,0
2026-09-01 20:05:34,Mas120,Quest: Murder Mystery,0,2
2026-09-01 20:05:34,Mas120,Quest: Nature Spirit,0,2
2026-09-01 20:05:34,Mas120,Quest: Observatory Quest,0,2
2026-09-01 20:05:34,Mas120,Quest: One Small Favour,0,0
2026-09-01 20:05:34,Mas120,Quest: Pirate's Treasure,0,2
2026-09-01 20:05:34,Mas120,Quest: Plague City,0,2
2026-09-01 20:05:34,Mas120,Quest: Priest in Peril,0,2
2026-09-01 20:05:34,Mas120,Quest: Prince Ali Rescue,0,2
2026-09-01 20:05:34,Mas120,Quest: Rag and Bone Man I,0,2
2026-09-01 20:05:34,Mas120,Quest: Rag and Bone Man II,0,1
2026-09-01 20:05:34,Mas120,Quest: Regicide,0,2
2026-09-01 20:05:34,Mas120,Quest: Romeo & Juliet,0,2
2026-09-01 20:05:34,Mas120,Quest: Roving Elves,0,0
2026-09-01 20:05:34,Mas120,Quest: Rum Deal,0,2
2026-09-01 20:05:34,Mas120,Quest: Rune Mysteries,0,2
2026-09-01 20:05:34,Mas120,Quest: Scorpion Catcher,0,2
2026-09-01 20:05:34,Mas120,Quest: Sea Slug,0,2
2026-09-01 20:05:34,Mas120,Quest: Shades of Mort'ton,0,2
2026-09-01 20:05:34,Mas120,Quest: Sheep Herder,0,2
2026-09-01 20:05:34,Mas120,Quest: Sheep Shearer,0,2
2026-09-01 20:05:34,Mas120,Quest: Shilo Village,0,2
2026-09-01 20:05:34,Mas120,Quest: Tai Bwo Wannai Trio,0,2
2026-09-01 20:05:34,Mas120,Quest: Temple of Ikov,0,2
2026-09-01 20:05:34,Mas120,Quest: The Dig Site,0,2
2026-09-01 20:05:34,Mas120,Quest: The Fremennik Trials,0,2
2026-09-01 20:05:34,Mas120,Quest: The Grand Tree,0,2
2026-09-01 20:05:34,Mas120,Quest: The Great Brain Robbery,0,2
2026-09-01 20:05:34,Mas120,Quest: The Knight's Sword,0,2
2026-09-01 20:05:34,Mas120,Quest: The Restless Ghost,0,2
2026-09-01 20:05:34,Mas120,Quest: The Tourist Trap,0,2
2026-09-01 20:05:34,Mas120,Quest: Throne of Miscellania,0,0
2026-09-01 20:05:34,Mas120,Quest: Tree Gnome Village,0,2
2026-09-01 20:05:34,Mas120,Quest: Tribal Totem,0,2
2026-09-01 20:05:34,Mas120,Quest: Troll Romance,0,2
2026-09-01 20:05:34,Mas120,Quest: Troll Stronghold,0,2
2026-09-01 20:05:34,Mas120,Quest: Underground Pass,0,2
2026-09-01 20:05:34,Mas120,Quest: Vampyre Slayer,0,2
2026-09-01 20:05:34,Mas120,Quest: Watchtower,0,2
2026-09-01 20:05:34,Mas120,Quest: Waterfall Quest,0,2
2026-09-01 20:05:34,Mas120,Quest: Witch's House,0,2
2026-09-01 20:05:34,Mas120,Quest: Witch's Potion,0,2
2026-09-01 20:05:34,Mas120,Diary: Ardougne (Easy),0,1
2026-09-01 20:05:34,Mas120,Diary: Ardougne (Elite),0,0
2026-09-01 20:05:34,Mas120,Diary: Ardougne (Hard),0,0
2026-09-01 20:05:34,Mas120,Diary: Ardougne (Medium),0,1
2026-09-01 20:05:34,Mas120,Diary: Desert (Easy),0,1
2026-09-01 20:05:34,Mas120,Diary: Desert (Elite),0,0
2026-09-01 20:05:34,Mas120,Diary: Desert (Hard),0,0
2026-09-01 20:05:34,Mas120,Diary: Desert (Medium),0,0
2026-09-01 20:05:34,Mas120,Diary: Falador (Easy),0,1
2026-09-01 20:05:34,Mas120,Diary: Falador (Elite),0,0
2026-09-01 20:05:34,Mas120,Diary: Falador (Hard),0,0
2026-09-01 20:05:34,Mas120,Diary: Falador (Medium),0,0
2026-09-01 20:05:34,Mas120,Diary: Fremennik (Easy),0,0
2026-09-01 20:05:34,Mas120,Diary: Fremennik (Elite),0,0
2026-09-01 20:05:34,Mas120,Diary: Fremennik (Hard),0,0
2026-09-01 20:05:34,Mas120,Diary: Fremennik (Medium),0,0
2026-09-01 20:05:34,Mas120,Diary: Kandarin (Easy),0,1
2026-09-01 20:05:34,Mas120,Diary: Kandarin (Elite),0,0
2026-09-01 20:05:34,Mas120,Diary: Kandarin (Hard),0,0
2026-09-01 20:05:34,Mas120,Diary: Kandarin (Medium),0,1
2026-09-01 20:05:34,Mas120,Diary: Karamja (Easy),0,0
2026-09-01 20:05:34,Mas120,Diary: Karamja (Elite),0,0
2026-09-01 20:05:34,Mas120,Diary: Karamja (Hard),0,0
2026-09-01 20:05:34,Mas120,Diary: Karamja (Medium),0,0
2026-09-01 20:05:34,Mas120,Diary: Kourend & Kebos (Easy),0,1
2026-09-01 20:05:34,Mas120,Diary: Kourend & Kebos (Elite),0,0
2026-09-01 20:05:34,Mas120,Diary: Kourend & Kebos (Hard),0,0
2026-09-01 20:05:34,Mas120,Diary: Kourend & Kebos (Medium),0,0
2026-09-01 20:05:34,Mas120,Diary: Lumbridge & Draynor (Easy),0,1
2026-09-01 20:05:34,Mas120,Diary: Lumbridge & Draynor (Elite),0,0
2026-09-01 20:05:34,Mas120,Diary: Lumbridge & Draynor (Hard),0,0
2026-09-01 20:05:34,Mas120,Diary: Lumbridge & Draynor (Medium),0,1
2026-09-01 20:05:34,Mas120,Diary: Morytania (Easy),0,0
2026-09-01 20:05:34,Mas120,Diary: Morytania (Elite),0,0
2026-09-01 20:05:34,Mas120,Diary: Morytania (Hard),0,0
2026-09-01 20:05:34,Mas120,Diary: Morytania (Medium),0,0
2026-09-01 20:05:34,Mas120,Diary: Varrock (Easy),0,1
2026-09-01 20:05:34,Mas120,Diary: Varrock (Elite),0,0
2026-09-01 20:05:34,Mas120,Diary: Varrock (Hard),0,0
2026-09-01 20:05:34,Mas120,Diary: Varrock (Medium),0,1
2026-09-01 20:05:34,Mas120,Diary: Western Provinces (Easy),0,1
2026-09-01 20:05:34,Mas120,Diary: Western Provinces (Elite),0,0
2026-09-01 20:05:34,Mas120,Diary: Western Provinces (Hard),0,0
2026-09-01 20:05:34,Mas120,Diary: Western Provinces (Medium),0,1
2026-09-01 20:05:34,Mas120,Diary: Wilderness (Easy),0,0
2026-09-01 20:05:34,Mas120,Diary: Wilderness (Elite),0,0
2026-09-01 20:05:34,Mas120,Diary: Wilderness (Hard),0,0
2026-09-01 20:05:34,Mas120,Diary: Wilderness (Medium),0,0
2026-09-01 20:05:34,Mas120,Combat Achievement: 32,0,1
2026-09-01 20:05:34,Mas120,Combat Achievement: 80,0,1
2026-09-01 20:05:34,Mas120,Combat Achievement: 120,0,1
2026-09-01 20:05:34,Mas120,Combat Achievement: 122,0,1
2026-09-01 20:05:34,Mas120,Combat Achievement: 123,0,1
2026-09-01 20:05:34,Mas120,Combat Achievement: 124,0,1
2026-09-01 20:05:34,Mas120,Combat Achievement: 125,0,1
2026-09-01 20:05:34,Mas120,Combat Achievement: 353,0,1
2026-09-01 20:05:34,Mas120,Combat Achievement: 354,0,1
2026-09-01 20:05:34,Mas120,Combat Achievement: 356,0,1
2026-09-01 20:05:34,Mas120,Combat Achievement: 357,0,1
2026-09-01 20:05:34,Mas120,Combat Achievement: 358,0,1
2026-09-01 20:05:34,Mas120,Combat Achievement: 359,0,1
2026-09-01 20:05:34,Mas120,Combat Achievement: 521,0,1
2026-09-01 20:05:34,Mas120,Combat Achievement: 522,0,1
2026-09-01 20:05:34,Mas120,Combat Achievement: 528,0,1
2026-09-01 20:05:34,Mas120,Music Track: 7th Realm,0,1
2026-09-01 20:05:34,Mas120,Music Track: Adventure,0,1
2026-09-01 20:05:34,Mas120,Music Track: Al Kharid,0,1
2026-09-01 20:05:34,Mas120,Music Track: Alchemical Attack!,0,0
2026-09-01 20:05:34,Mas120,Music Track: All Aboard,0,0
2026-09-01 20:05:34,Mas120,Music Track: All the Trimmings,0,0
2026-09-01 20:05:34,Mas120,Music Track: All's Fairy in Love & War,0,0
2026-09-01 20:05:34,Mas120,Music Track: Alone,0,1
2026-09-01 20:05:34,Mas120,Music Track: Altar Ego,0,1
2026-09-01 20:05:34,Mas120,Music Track: Alternative Root,0,0
2026-09-01 20:05:34,Mas120,Music Track: Amascut's Promise,0,0
2026-09-01 20:05:34,Mas120,Music Track: Ambient Jungle,0,1
2026-09-01 20:05:34,Mas120,Music Track: The Ancient Prison,0,0
2026-09-01 20:05:34,Mas120,Music Track: The Angel's Fury,0,0
2026-09-01 20:05:34,Mas120,Music Track: Anywhere,0,1
2026-09-01 20:05:34,Mas120,Music Track: Ape-ex Predator,0,0
2026-09-01 20:05:34,Mas120,Music Track: Arabian,0,1
2026-09-01 20:05:34,Mas120,Music Track: Arabian 2,0,1
2026-09-01 20:05:34,Mas120,Music Track: Arabian 3,0,1
2026-09-01 20:05:34,Mas120,Music Track: Arabique,0,1
2026-09-01 20:05:34,Mas120,Music Track: Arachnids of Vampyrium,0,0
2026-09-01 20:05:34,Mas120,Music Track: Arboretum,0,0
2026-09-01 20:05:34,Mas120,Music Track: Arcane,0,1
2026-09-01 20:05:34,Mas120,Music Track: Architects of Prifddinas,0,0
2026-09-01 20:05:34,Mas120,Music Track: Are You Not Entertained?,0,0
2026-09-01 20:05:34,Mas120,Music Track: Armadyl Alliance,0,0
2026-09-01 20:05:34,Mas120,Music Track: Armageddon,0,0
2026-09-01 20:05:34,Mas120,Music Track: Army of Darkness,0,1
2026-09-01 20:05:34,Mas120,Music Track: Arrival,0,1
2026-09-01 20:05:34,Mas120,Music Track: Artistry,0,1
2026-09-01 20:05:34,Mas120,Music Track: Ascent,0,0
2026-09-01 20:05:34,Mas120,Music Track: Assault and Battery,0,1
2026-09-01 20:05:34,Mas120,Music Track: Attack 1,0,1
2026-09-01 20:05:34,Mas120,Music Track: Attack 2,0,1
2026-09-01 20:05:34,Mas120,Music Track: Attack 3,0,1
2026-09-01 20:05:34,Mas120,Music Track: Attack 4,0,1
2026-09-01 20:05:34,Mas120,Music Track: Attack 5,0,1
2026-09-01 20:05:34,Mas120,Music Track: Attack 6,0,1
2026-09-01 20:05:34,Mas120,Music Track: Attention,0,1
2026-09-01 20:05:34,Mas120,Music Track: Autumn Voyage,0,1
2026-09-01 20:05:34,Mas120,Music Track: Awful Anthem,0,0
2026-09-01 20:05:34,Mas120,Music Track: Aye Car Rum Ba,0,1
2026-09-01 20:05:34,Mas120,Music Track: Aztec,0,0
2026-09-01 20:05:34,Mas120,Music Track: Back to Life,0,0
2026-09-01 20:05:34,Mas120,Music Track: Background,0,1
2026-09-01 20:05:34,Mas120,Music Track: Bait,0,0
2026-09-01 20:05:34,Mas120,Music Track: Ballad of Enchantment,0,1
2026-09-01 20:05:34,Mas120,Music Track: Ballad of the Basilisk,0,0
2026-09-01 20:05:34,Mas120,Music Track: Bandit Camp,0,1
2026-09-01 20:05:34,Mas120,Music Track: Bandos Battalion,0,0
2026-09-01 20:05:34,Mas120,Music Track: Bane,0,0
2026-09-01 20:05:34,Mas120,Music Track: The Bane of Ashihama,0,0
2026-09-01 20:05:34,Mas120,Music Track: Barb Wire,0,0
2026-09-01 20:05:34,Mas120,Music Track: Barbarian Workout,0,1
2026-09-01 20:05:34,Mas120,Music Track: Barbarianism,0,1
2026-09-01 20:05:34,Mas120,Music Track: Barking Mad,0,0
2026-09-01 20:05:34,Mas120,Music Track: Baroque,0,1
2026-09-01 20:05:34,Mas120,Music Track: Barren Land,0,0
2026-09-01 20:05:34,Mas120,Music Track: Beetle Juice,0,0
2026-09-01 20:05:34,Mas120,Music Track: Below the Conch,0,0
2026-09-01 20:05:34,Mas120,Music Track: Beneath Cursed Sands,0,0
2026-09-01 20:05:34,Mas120,Music Track: Beneath the Kingdom,0,1
2026-09-01 20:05:34,Mas120,Music Track: Beneath the Stronghold,0,1
2026-09-01 20:05:34,Mas120,Music Track: Beyond,0,1
2026-09-01 20:05:34,Mas120,Music Track: Beyond the Meadow,0,1
2026-09-01 20:05:34,Mas120,Music Track: Big Chords,0,1
2026-09-01 20:05:34,Mas120,Music Track: Black of Knight,0,0
2026-09-01 20:05:34,Mas120,Music Track: Blistering Barnacles,0,1
2026-09-01 20:05:34,Mas120,Music Track: The Blood Moon Rises,0,0
2026-09-01 20:05:34,Mas120,Music Track: Blood Rush,0,0
2026-09-01 20:05:34,Mas120,Music Track: Bloodbath,0,0
2026-09-01 20:05:34,Mas120,Music Track: Boat 'Em Up,0,0
2026-09-01 20:05:34,Mas120,Music Track: Bob's on Holiday,0,0
2026-09-01 20:05:34,Mas120,Music Track: Body Parts,0,1
2026-09-01 20:05:34,Mas120,Music Track: Bolrie's Diary,0,0
2026-09-01 20:05:34,Mas120,Music Track: Bone Dance,0,1
2026-09-01 20:05:34,Mas120,Music Track: Bone Dry,0,1
2026-09-01 20:05:34,Mas120,Music Track: Book of Spells,0,1
2026-09-01 20:05:34,Mas120,Music Track: Borderland,0,1
2026-09-01 20:05:34,Mas120,Music Track: Boss Moosic,0,0
2026-09-01 20:05:34,Mas120,Music Track: Box of Delights,0,0
2026-09-01 20:05:34,Mas120,Music Track: Brain Battle,0,1
2026-09-01 20:05:34,Mas120,Music Track: Breeze,0,1
2026-09-01 20:05:34,Mas120,Music Track: Brew Hoo Hoo!,0,0
2026-09-01 20:05:34,Mas120,Music Track: The Bridge,0,0
2026-09-01 20:05:34,Mas120,Music Track: Brimstail's Scales,0,0
2026-09-01 20:05:34,Mas120,Music Track: Bubble and Squeak,0,0
2026-09-01 20:05:34,Mas120,Music Track: Bunny's Sugar Rush,0,0
2026-09-01 20:05:34,Mas120,Music Track: Burning Desire,0,1
2026-09-01 20:05:34,Mas120,Music Track: The Burning Sun,0,1
2026-09-01 20:05:34,Mas120,Music Track: Business as Unusual,0,0
2026-09-01 20:05:34,Mas120,Music Track: Cabin Fever,0,1
2026-09-01 20:05:34,Mas120,Music Track: Cain's Tutorial,0,1
2026-09-01 20:05:34,Mas120,Music Track: Call of the Tlati,0,1
2026-09-01 20:05:34,Mas120,Music Track: Camelot,0,1
2026-09-01 20:05:34,Mas120,Music Track: Cannonballin',0,0
2026-09-01 20:05:34,Mas120,Music Track: Castle Drakan,0,0
2026-09-01 20:05:34,Mas120,Music Track: Castle Wars,0,0
2026-09-01 20:05:34,Mas120,Music Track: Catacombs and Tombs,0,0
2026-09-01 20:05:34,Mas120,Music Track: Catch Me If You Can,0,0
2026-09-01 20:05:34,Mas120,Music Track: Cave Background,0,1
2026-09-01 20:05:34,Mas120,Music Track: Cave of Beasts,0,1
2026-09-01 20:05:34,Mas120,Music Track: Cave of the Goblins,0,1
2026-09-01 20:05:34,Mas120,Music Track: Cavern,0,1
2026-09-01 20:05:34,Mas120,Music Track: The Cellar Dwellers,0,1
2026-09-01 20:05:34,Mas120,Music Track: Cellar Song,0,0
2026-09-01 20:05:34,Mas120,Music Track: Chain of Command,0,1
2026-09-01 20:05:34,Mas120,Music Track: Chamber,0,1
2026-09-01 20:05:34,Mas120,Music Track: Chef Surprise,0,1
2026-09-01 20:05:34,Mas120,Music Track: Chickened Out,0,0
2026-09-01 20:05:34,Mas120,Music Track: Children of the Sun,0,1
2026-09-01 20:05:34,Mas120,Music Track: Chompy Hunt,0,1
2026-09-01 20:05:34,Mas120,Music Track: The Chosen,0,1
2026-09-01 20:05:34,Mas120,Music Track: The City of Sun,0,1
2026-09-01 20:05:34,Mas120,Music Track: City of the Dead,0,1
2026-09-01 20:05:34,Mas120,Music Track: Clan Wars,0,0
2026-09-01 20:05:34,Mas120,Music Track: Clanliness,0,0
2026-09-01 20:05:34,Mas120,Music Track: Claustrophobia,0,0
2026-09-01 20:05:34,Mas120,Music Track: Close Quarters,0,1
2026-09-01 20:05:34,Mas120,Music Track: Coil,0,0
